"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
"False","/2ze42e0l0bPYEcJXInUukvNfZKk.jpg","[16, 10751, 14]","10144","en","The Little Mermaid","This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.","128.194","/9nJ9rm6RwYgIggnGVy8Dej4olef.jpg","1989-11-17","The Little Mermaid","False","7.4","6431"
"False","/9rm4TX4m6RHa5DbXDuRlVoawFU9.jpg","[80, 9648, 53]","1847","en","The Long Goodbye","Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.","8.876","/oBhUK54yBJ0aH6u9zCzSV5iV7OP.jpg","1973-03-07","The Long Goodbye","False","7.5","413"
"False","/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg","[12, 14, 28]","121","en","The Lord of the Rings: The Two Towers","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","93.616","/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg","2002-12-18","The Lord of the Rings: The Two Towers","False","8.4","18122"
"False","/yiVyfbUVi9GcRXOk2TfnKh28kqL.jpg","[99]","34576","en","The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","""The Most Dangerous Man in America"" is the story of what happens when a former Pentagon insider, armed only with his conscience, steadfast determination, and a file cabinet full of classified documents, decides to challenge an ""Imperial"" Presidency-answerable to neither Congress, the press, nor the people-in order to help end the Vietnam War.","3.621","/br3NZWHBAETFmfIBk4o9rvhByKZ.jpg","2009-10-16","The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","False","7.3","37"
"False","/qb6WoLJ9YtfhV7pgsTfUDlRYaCH.jpg","[18]","84892","en","The Perks of Being a Wallflower","Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.","28.061","/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg","2012-09-20","The Perks of Being a Wallflower","False","7.8","8946"
"False","/gAsHuCQMN7mv4uFIvM4ACQ09hPr.jpg","[18, 37]","600583","en","The Power of the Dog","A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.","51.251","/kEy48iCzGnp0ao1cZbNeWR6yIhC.jpg","2021-11-17","The Power of the Dog","False","6.8","1775"
"False","/y5tad0a4yRbxYgOHGllEIEeCCKt.jpg","[10749, 10751, 16]","10198","en","The Princess and the Frog","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","107.329","/yprv5PbnEksoVj2v6XEnDBg9joR.jpg","2009-12-08","The Princess and the Frog","False","7.1","4422"
"False","/dSlofjxxcTSLmnH6602WsSSELU5.jpg","[14, 10751, 16, 12]","11319","en","The Rescuers","What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.","14.871","/gCJuDViPCEuHVmoZUvhOj1jyqfV.jpg","1977-06-22","The Rescuers","False","6.8","2057"
"False","/3uM41OT0RfBkE6Gb6U89LEskJBr.jpg","[37, 18, 12]","281957","en","The Revenant","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","71.551","/ji3ecJphATlVgWNY0B0RVXZizdf.jpg","2015-12-25","The Revenant","False","7.5","15787"
"False","/rfBUlspOpxPavxrhkhvzlBlwfD8.jpg","[80, 53, 27]","372343","en","The Snowman","Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.","16.64","/mKsQ8KMOk0VBX26Ev0Lj6EmfGJu.jpg","2017-10-12","The Snowman","False","5.2","1883"
"False","/x0SSdlFSaOA9cnb0FhYn9VGceL8.jpg","[35, 18, 10749]","157386","en","The Spectacular Now","Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.","22.265","/obDS8pTWVWZiNAaTyfIFWYZbRsZ.jpg","2013-08-02","The Spectacular Now","False","6.6","2492"
"False","/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg","[28, 12, 14]","436969","en","The Suicide Squad","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","289.434","/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg","2021-07-28","The Suicide Squad","False","7.7","6140"
"False","/aj02AhFaRsAqtFtjbythaIwGvx4.jpg","[18]","727293","en","The Tender Bar","J.R. is a fatherless boy growing up in the glow of a bar where the bartender, his Uncle Charlie, is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — J.R. begins to gamely, if not always gracefully, pursue his romantic and professional dreams, with one foot persistently placed in Uncle Charlie’s bar.","43.092","/m6Ej3F4tYTOHD26fvX1zN9bcEUg.jpg","2021-12-17","The Tender Bar","False","6.7","317"
"False","/umvgkmn3k7Ac3E74IlhCGQpoqgS.jpg","[16, 18, 35]","9662","fr","Les Triplettes de Belleville","When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.","9.601","/flHYQswYEIvBL2QsQLEJJzTJDyS.jpg","2003-06-11","The Triplets of Belleville","False","7.4","728"
"False","/7S7PE3vK9Eh5uzCYBDGk5qTJeYW.jpg","[18, 80, 53]","629","en","The Usual Suspects","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","18.588","/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg","1995-07-19","The Usual Suspects","False","8.2","8564"
"False","/EkVL43L6T6cid6cVTejF8xzaNE.jpg","[878]","619263","en","The Wave","A man on the verge of a promotion takes a mysterious hallucinogenic drug that begins to tear down his reality and expose his life for what it really is.","7.176","/rWFHGTfCOzMphfJW3DPdfbq7Vyp.jpg","2019-09-21","The Wave","False","5.9","83"
